,Entity_id,related_from,related_to_entity_id,related_to_term
13978,14,EXCEPT,13,NEGATIVE
13979,16,PROBLEMS,15,THYROID
13980,4,TIGHTNESS,2,HEADED
13981,4,TIGHTNESS,3,CHEST
13982,5,pounding,4,heart
13983,5,pounding,6,chest
13984,15,changes,16,skin
13985,15,changes,17,hair
13986,23,issues,22,thyroid
13987,5,pressure,4,chest
13988,8,condition,7,heart
13989,14,pain,13,chest
13990,22,problem,21,heart
13991,24,problem,23,thyroid
13992,21,adderall,22,PRN
13993,25,problem,24,thyroid
13994,4,pressure,3,chest
13995,7,pressure,6,chest
13996,11,pressure,10,chest
13997,25,pain,24,Chest
13998,6,pain,5,Chest
13999,7,problem,6,thyroid
14000,9,problems,8,heart
14001,2,pressure,3,chest
14002,20,problem,19,thyroid
14003,12,change,13,skin
14004,20,disease,19,thyroid
14005,22,disease,21,heart
14006,6,pain,5,chest
14007,3,palpitations,2,heart
14008,5,pressure,6,chest
14009,12,pain,11,chest
14010,20,Adderall,21,1
14011,20,Adderall,22,pill
14012,24,problems,23,thyroid
14013,6,pressure,5,chest
14014,10,pain,9,chest
14015,13,BP,14,115/80
14016,15,HR,16,72
14017,21,problem,20,thryroid
14018,16,changes,15,skin
14019,20,Adderall,21,2-3x
14020,20,Adderall,22,per week
14021,24,problem,23,thyroid
14022,5,pressure,4,chest
14023,10,sore,11,throat
14024,10,sore,12,skin
14025,14,changes,13,hair
14026,2,palpitations,1,heart
14027,25,Adderall,26,few times/week
14028,29,disorder,28,thyroid
14029,15,adderall,16,multiple times weekly
14030,2,palpitations,1,heart
14031,7,pressure,6,chest
14032,7,pressure,8,center
14033,9,adderall,10,few times a week
14034,18,problem,17,thyroid
14035,2,racing heart beat,1,worsening
14036,20,problem,19,heart
14037,4,pressure,3,chest
14038,11,changes,12,bowel
14039,11,changes,13,bladder
14040,17,problems,16,thyroid
14041,9,painful,10,joints
14042,13,appetite,12,changes
14043,16,Mood,17,good
14044,20,Adderal,21,few times a week
14045,6,pain,5,chest
14046,24,issues,23,thyroid
14047,3,race,2,heart
14048,6,pressure,5,chest
14049,4,pressure,3,Chest
14050,6,pain,5,chest
14051,15,pMHx,16,negative
14052,20,problem,19,thyroid
14053,22,problem,21,heart
14054,5,pressure,4,chest
14055,7,pain,6,chest
14056,17,CAGE,18,negative
14057,24,problems,23,thyoid
14058,3,pressure,2,chest
14059,4,pounding,2,chest
14060,11,pressure,10,chest
14061,16,condition,15,thyroid
14062,2,racing,1,heart
14063,9,pressure,8,chest
14064,23,disease,22,Thyroid
14065,7,pain,6,chest
14066,10,pressure,9,chest
14067,21,changes,22,hair
14068,21,changes,23,nails
14069,29,problem,28,thyroid
14070,3,pounding,2,heart
14071,12,Mood,13,good
14072,16,pain,15,chest
14073,21,changes,20,skin
14074,21,changes,27,thyroid
14075,28,issue,20,skin
14076,28,issue,27,thyroid
14077,5,pressure,4,chest
14078,5,pressure,6,chest
14079,21,problem,20,thyroid
14080,21,problem,22,medications
14081,3,pressure,2,chest
14082,6,pressure,5,Chest
14083,13,adderall,14,few times a week
14084,17,problem,16,thyroid
14085,7,pain,6,chest
14086,16,condition,15,thyroid
14087,5,pressure,4,chest
14088,7,lightheadness,6,mild
14089,12,pain,11,chest
14090,16,changes,14,skin
14091,16,changes,15,hair
14092,2,palpitations,1,heart
14093,8,issue,7,thyroid
14094,12,sweaty,13,palms
14095,24,disease,23,thyroid
14096,6,tightness,5,chest
14097,19,problem,18,thyroid
14098,3,pressure,4,chest
14099,17,problem,16,thyroid
14100,4,discomfort,3,chest
14101,9,changes,7,skin
14102,9,changes,8,hair
14103,16,disease,15,thyroid
14104,5,pressure,4,chest
14105,19,disease,18,thyroid
14106,6,pressure,5,chest
14107,12,pain,11,chest
14108,19,adderall,20,2x/week
14109,4,pressure,3,chest
14110,17,changes,15,skin
14111,17,changes,16,hair
14112,21,pressure,20,Chest
14113,21,pressure,22,chest
14114,3,pressure,2,chest
14115,35,issues,34,thyroid
14116,35,issues,36,heart
14117,37,problems,34,thyroid
14118,37,problems,36,heart
14119,14,pain,13,chest
14120,22,issue,21,thyroid
14121,4,meds,5,for 1 year
14122,8,pressure,7,chest
14123,2,heart rate,1,increased
14124,20,problem,19,thyroid
14125,4,heart rate,3,increased
14126,9,mood,8,changes
14127,21,issues,20,thyroid
14128,5,pressure,4,chest
14129,9,adderall,8,one
14130,20,condition,19,thyroid
14131,32,CHANGES,33,LIFE
14132,4,PAIN,3,CHEST
14133,5,SOB,3,CHEST
14134,6,SWEATING,3,CHEST
14135,8,EDEMA,9,LEGS
14136,11,pressure,10,chest
14137,14,changes,15,skin
14138,14,changes,16,bowel
14139,14,changes,17,bladder
14140,21,dz,20,thyroid
14141,3,palpitations,2,heart
14142,5,beat,6,chest
14143,12,Adderall,13,few times per week
14144,12,Adderall,14,1
14145,12,Adderall,15,capsule
14146,12,Adderall,16,per day
14147,2,racing,1,heart
14148,3,pounding,1,heart
14149,5,racing,4,heart
14150,6,beating,4,heart
14151,11,rebdull,10,02-Mar
14152,11,rebdull,12,weekly
14153,11,rebdull,9,4
14154,15,changes,14,skin
14155,17,bleeding,18,body
14156,21,aderrall,22,twice weekly
14157,25,disease,24,thyroid
14158,27,disease,24,thyroid
14159,27,disease,26,heart
14160,4,tightness,3,chest
14161,5,adderrall,8,for the past 7 months
14162,14,changes,13,Skin
14163,4,Pressure,3,Chest
14164,4,Pressure,5,Chest bone
14165,2,pounding,1,heart
14166,26,problems,25,thyroid
14167,4,pounding,3,heart
14168,5,beating,3,heart
14169,7,pain,6,chest
14170,8,pressure,6,chest
14171,18,changes,16,hair
14172,18,changes,17,skin
14173,2,palpitations,1,Heart
14174,20,mood,19,changes
14175,21,sleep,19,changes
14176,24,adderall,25,few times a week
14177,26,Adderall,27,few times a week
14178,30,disease,29,thyroid
14179,4,palpitations,3,heart
14180,6,pressure,5,chest
14181,22,problems,21,thyroid
14182,4,tightness,3,chest
14183,16,problems,15,thyroid
14184,4,pressure.,3,chest
14185,11,HAIR CHANGES,10,SKIN
14186,13,URINARY SYMPTOMS,12,BOWEL
14187,3,PAIN,2,CHEST
14188,3,PAIN,4,EXCEPT
14189,4,EXCEPT,2,CHEST
14190,4,pressure,3,chest
14191,3,racing,2,heart
14192,1,pounding,2,heart
14193,10,swelling,9,neck
14194,15,changes,13,skin
14195,15,changes,14,hair
14196,15,changes,2,heart
14197,18,symptoms,16,bowel
14198,18,symptoms,17,bladder
14199,30,disease,29,thyroid
14200,16,pain,15,back
14201,18,pain,17,leg
14202,20,changes,19,skin
14203,21,weakness,19,skin
14204,22,numbness,19,skin
14205,23,tingling,19,skin
14206,6,pain,5,chest
14207,12,Adderall,13,2-3x
14208,12,Adderall,14,per week
14209,21,disease,20,thyroid
14210,3,pounding,2,heart
14211,6,pressure,5,chest
14212,8,Adderall,9,2-3x per week
14213,10,medicines,9,daily
14214,13,disease,12,thyroid
14215,6,pain,5,chest
14216,1,palpitation,2,worse
14217,17,disease,16,heart
14218,6,pressure,5,chest
14219,22,disease,21,thyroid
14220,4,pressure,3,chest
14221,5,SOB,3,chest
14222,14,pain,13,chest
14223,24,trauma,25,surgery
14224,28,problem,27,thyroid
14225,3,palpitation,2,heart
14226,5,tightness,4,chest
14227,12,aderol,11,started
14228,23,disease,22,thyroid
14229,4,pain,3,chest
14230,8,pressure,7,chest
14231,17,disease,16,thyroid
14232,3,pounding,2,heart
14233,4,racing,2,heart
14234,5,adderol,6,pill
14235,9,pressure,8,midsternal chest
14236,11,weight,12,stable
14237,3,racing,2,heart
14238,4,pressure,5,chest
14239,11,bowel movement,10,change
14240,16,problem,15,thyroid
14241,4,discomfort,3,chest
14242,9,changes,7,skin
14243,9,changes,8,hair
14244,26,pain,25,chest
14245,5,pressure,4,chest
14246,5,pressure,6,chest
14247,24,condition,23,thyroid
14248,3,beating fast,2,heart
14249,5,pressure,6,chest
14250,19,issue,18,thyroid
14251,23,problems,22,heart
14252,3,symptoms,4,worse
14253,7,tightness,6,chest
14254,10,pressure,9,chest
14255,24,problems,23,thyroid
14256,4,pain,3,chest
14257,2,palpitations,1,heart
14258,4,pressure,3,chest
14259,1,pounding,2,heart
14260,18,disease,17,thyroid
14261,4,pain,3,chest
14262,2,palpitations,1,ehart
14263,20,disease,19,thyroid
14264,22,disease,21,thyroid
14265,17,problems,16,thyroid
14266,2,palpitations,1,heart
14267,3,Felt,4,chest
14268,9,allergies,10,medications
14269,12,caffeine,11,3 to 4
14270,13,adderol,11,3 to 4
14271,15,MEDS,17,couple
14272,15,MEDS,18,pills
14273,16,adderol,18,pills
14274,21,problem,20,thyroid
14275,4,pain,3,chest
14276,9,tremors,10,hands
14277,10,edema,9,leg
14278,18,palpitaion,19,worse
14279,3,pressure,2,chest
14280,5,pain,4,chest
14281,1,heart pounding,2,worse
14282,4,pressure,3,chest
14283,15,pressure,14,chest
14284,18,disease,17,thyroid
14285,2,fast heart beats beating,3,chest
14286,24,condition,23,heart
14287,7,injury,6,head
14288,14,pain,13,chest
14289,20,adderoll,21,2-3 a week
14290,26,disease,25,thyroid
14291,3,beating,2,heart
14292,3,beating,4,chest
14293,13,tightness,12,chest
14294,21,problems,20,thyroid
14295,7,tightness,6,chest
14296,17,pain,16,chest
14297,23,problem,22,thyroid
14298,9,pain,8,chest
14299,13,beating,12,heart
14300,14,pressure,15,chest
14301,18,pain,17,chest
14302,26,adderall,27,daily
14303,29,problem,28,Thyroid
14304,3,palpitations,1,worsening
14305,3,palpitations,2,heart
14306,5,pressure,4,chest
14307,10,pressure,9,chest
14308,17,dry,18,skin
14309,17,dry,19,hair
14310,2,pounds,1,heart
14311,22,disorder,21,thyroid
14312,4,lightheadedness,6,chest
14313,5,pressure,6,chest
14314,13,swelling,12,leg
14315,17,weight,16,change
14316,6,tightness,5,chest
14317,14,problem,13,thyroid
14318,4,pressure,3,chest
14319,15,medical conditions,14,chronic
14320,4,pressure,3,chest
14321,5,pressure,6,chest
14322,11,pain,12,arms
14323,15,Adderall,16,3ish times a week
14324,20,problem,19,thyroid
14325,3,pressure,2,chest
14326,2,palpitations,1,heart
14327,2,palpitations,3,worsening
14328,20,rash,19,skin
14329,6,pain,5,chest
14330,8,pressure,9,chest
14331,3,racing,2,heart
14332,4,pounding,2,heart
14333,8,pain,7,chest
14334,15,EXCEPT,14,NEGATIVE
14335,4,PAIN,3,CHEST
14336,5,SHORTNESS OF BREATH,3,CHEST
14337,19,roomate's Aderall,20,few times a week
14338,23,problem,22,thyroid
14339,6,pressure,5,chest
14340,13,problems,12,thyroid
14341,4,pressure,3,chest
14342,6,pain,5,chest
14343,19,changes,20,bowel
14344,19,changes,21,bladder
14345,27,condition,25,thyroid
14346,27,condition,26,heart
14347,29,marajuana,30,once
14348,3,beating,2,heart
14349,6,pressure,5,chest
14350,6,pressure,5,chest
14351,15,problem,14,heart
14352,17,disease,16,thyroid
14353,3,pressure sensation,4,heart.
14354,14,dry,15,skin
14355,19,diseases,18,chronic
14356,21,aterol,22,few times per week
14357,24,disease,23,heart
14358,26,problem,25,thyroid
14359,31,marjiuana,32,once
14360,4,rhythm,3,regular
14361,6,tightness,5,chest
14362,12,INTOLERANCE,11,COLD
14363,15,CHANGES,14,SKIN
14364,21,DISEASE,20,THYROID
14365,13,problems.,12,thyroid
14366,6,substernal pressure,7,chest
14367,8,pain,7,chest
14368,20,heart attack,18,THYROID
14369,13,HEADACHE,14,NECK
14370,15,STIFNESS,14,NECK
14371,16,URINARY CHANGES,14,NECK
14372,6,PAIN,5,CHEST
14373,8,PAIN,7,ABD
14374,17,condition,16,thyroid
14375,5,pressure,4,chest
14376,9,pain,8,chest
14377,15,pain,14,calf
14378,17,changes,16,skin
14379,23,problems,22,thyroid
14380,8,pain,7,chest
14381,4,SOB,5,CHEST
14382,6,PRESSURE,5,CHEST
14383,8,problem,7,thyroid
14384,14,changes,12,hair
14385,14,changes,13,skin
14386,20,issues,19,thyroid
14387,4,pressure,2,acute
14388,4,pressure,3,chest
14389,8,pressure,7,chest
14390,14,pain,13,chest
14391,25,problem,24,heart
14392,27,problem,24,heart
14393,27,problem,26,thyroid
14394,5,pressure,4,chest
14395,13,pain,12,chest
14396,20,swelling,19,leg
14397,4,pressure,3,chest
14398,2,palpitations,1,heart
14399,23,problems,22,thyroid
14400,7,pain,6,chest
14401,8,pain,10,arm
14402,8,pain,11,jaw
14403,9,radiation,10,arm
14404,9,radiation,11,jaw
14405,14,disease,13,thyroid
14406,11,pain,12,joints
14407,14,bowel movements,13,changes
14408,20,illness,19,Thyroid
14409,23,marajuana,24,once
14410,13,changes,12,skin
14411,17,changes,16,bowel
14412,20,Aderall,21,few times a week
14413,24,problem,23,thyroid
14414,14,pressure,13,chest
14415,20,disease,19,thyroid
14416,18,problems,17,thyroid
14417,9,pain,8,chest
14418,13,issues,12,thyroid
14419,13,issues,14,meds
14420,5,pounding,6,chest
14421,2,pounding,1,chest
14422,8,issue,7,thyroid
14423,11,problem,10,thyroid
14424,4,pressured,5,chest
14425,13,adderall pills,14,2x per week
14426,17,palpitations,16,stimulants
14427,20,issues,19,thyroid
14428,4,SOB,3,severe
14429,6,pressure,5,chest
14430,16,pressure,15,chest
14431,24,disorder,23,thyroid
14432,6,pressure,5,chest
14433,13,symptoms,11,urinary
14434,13,symptoms,12,bowel
14435,20,problem,19,thyroid
14436,3,pressure,2,chest
14437,1,palpitations,2,chest
14438,18,issue,17,thyroid
14439,3,pressure,4,chest
14440,15,pressure,14,chest
14441,18,problem,17,thyroid
14442,2,beating,3,chest
14443,6,pressure,5,chest
14444,9,pain,8,chest
14445,13,disease,12,thyroid
14446,15,pressure,14,chest
14447,25,issue,24,thyroid
14448,3,palpitations,2,heart
14449,5,palpitations,4,heart
14450,7,pounding,6,heart
14451,7,pounding,8,chest
14452,14,problem,13,thyroid
14453,2,racing,3,heart
14454,4,pain,5,chest
14455,10,problem,9,thyroid
14456,4,pain,3,chest
14457,15,changes,14,skin
14458,2,palpitations,1,heart
14459,23,disease,22,thyroid
14460,4,bursting,3,heart
14461,4,bursting,5,chest
14462,8,pressure,7,chest
14463,14,disease,13,thyroid
14464,2,palpitations,3,worsening
14465,7,pressure,6,chest
14466,13,issues,12,thyroid
14467,4,pain,3,chest
14468,17,issue,16,thyroid
14469,2,pressure,3,chest
14470,5,adderall,6,few times every week
14471,10,SWELLING,9,NECK
14472,12,INTOLERANCE,11,HEAT
14473,15,SWELLING,14,LEG
14474,21,EXCEPT,20,NEGATIVE
14475,24,SMOKING,23,HEART
14476,5,PAIN,4,CHEST
14477,11,pounding,12,body
14478,18,movement changes,17,bowel
14479,2,pounding,1,heart
14480,6,pressure,5,chest
14481,4,pounding,5,heart
14482,12,pain,11,chest
14483,18,Adderall,19,as needed
14484,2,heart pounding,1,worsening
14485,21,issues,20,thyroid
14486,5,pressure,4,chest
14487,10,temporal association,11,adderall
14488,14,pain,13,chest
14489,16,disorder,15,thyroid
14490,21,PSH,20,Negative
14491,21,PSH,22,negative
14492,10,pain,9,chest
14493,4,pressure,3,chest
14494,18,changes,17,skin
14495,5,pressure,4,substernal chest
14496,15,pain,14,chest
14497,4,pain,3,chest
14498,5,pressure,4,chest
14499,2,pounding,1,chest
14500,20,problem,19,thyroid
14501,4,pressure,3,chest
14502,9,pain,8,chest
14503,10,issues,9,thyroid
14504,2,palpitations,1,heart
14505,22,numbness,21,arm
14506,4,tightness,3,chest
14507,13,pain,12,chest
14508,21,issues,20,thyroid
14509,8,pressure,7,chest
14510,13,edema,12,leg
14511,5,pressure,4,chest
14512,13,changes,11,skin
14513,13,changes,12,hair
14514,19,issue,18,thyroid
14515,2,heart pounding,1,intermittent
14516,4,pressure,5,chest
14517,16,disease,15,heart
14518,18,disease,17,thyroid
14519,22,pain,20,sharp
14520,22,pain,21,chest
14521,4,pressure,3,chest
14522,24,disease,23,thyroid
14523,4,beating,3,heart
14524,5,beat,6,chest
14525,8,pressure,7,chest
14526,15,disease,14,thyroid
14527,4,pain,3,chest
14528,14,issues,13,thyroid
14529,16,problem,15,heart
14530,22,disease,21,thyroid
14531,4,pressure,3,chest
14532,7,pain,6,chest
14533,12,pain,11,chest
14534,30,problem,29,thyroid
14535,5,pressure,4,chest
14536,5,pressure,6,chest
14537,9,mood,8,good
14538,13,issue,12,thyroid
14539,5,tightness,4,chest
14540,11,changes,10,skin
14541,28,problem,27,heart
14542,28,problem,29,thyroid
14543,30,disease,29,thyroid
14544,5,tightness,4,middle chest
14545,1,RACING,2,HEART
14546,17,MARIJUANA,18,X 5 MONTHS
14547,2,racing,1,heart
14548,18,problem,17,thyroid
14549,5,pressure,4,chest
14550,18,disease,17,thyroid
14551,5,Pain,4,Chest
14552,12,pain,11,arm
14553,19,changes,17,hair
14554,19,changes,18,skin
14555,20,Adderol,21,few times/week
14556,26,disorder,25,Thyroid
14557,4,pain,3,chest
14558,8,feelingpressure,7,acute
14559,8,feelingpressure,9,chest
14560,5,pressure,4,chest
14561,15,problems,14,thyroid
14562,8,changes,7,skin
14563,2,pressure,1,chest
14564,25,problem,24,thyroid
14565,9,palpitations,8,adderall
14566,24,disease,23,thyroid
14567,1,pounding,2,heart
14568,12,changes,10,skin
14569,12,changes,11,hair
14570,18,problem,17,thyroid
14571,4,pain,3,chest
14572,13,Meds,15,few times/week
14573,13,Meds,16,1
14574,13,Meds,17,pill
14575,14,Adderall,15,few times/week
14576,14,Adderall,16,1
14577,14,Adderall,17,pill
14578,20,disease,19,thyroid
14579,3,pressure,2,chest
14580,7,Adderall,5,1
14581,7,Adderall,6,pill
14582,2,heart pounding,3,chest
14583,20,disease,19,thyroid
14584,9,pain,8,chest
14585,11,pain,10,chest
14586,13,pain,12,back
14587,17,changes,16,skin
14588,19,adderall,20,few times per week
14589,3,heart pounding,2,intermittent
14590,33,problem,32,thyroid
14591,9,problems,8,heart
14592,11,mood,10,good
14593,20,problem,19,thyroid
14594,7,pressure,6,chest
14595,17,issues,16,thyroid
14596,8,Pain,7,Chest
14597,13,problem,12,thyroid
14598,5,opression,4,chest
14599,4,pressure,5,chest
14600,14,pain,13,chest
14601,5,pressure,4,chest
14602,3,pain,2,chest
14603,14,problem,13,thyroid
14604,2,palpitation,1,heart
14605,12,pain,11,chest
14606,20,problems,19,thyroid
14607,4,pressure,3,chest
14608,11,pain,10,chest
14609,20,pains,19,body
14610,25,issue,24,heart
14611,28,issue,27,thyroid
14612,4,pressure,3,chest
14613,4,pressure,5,chest
14614,25,disease,24,thyroid
14615,7,pressure,6,chest
14616,11,problems,10,heart
14617,23,issues,22,thyroid
14618,5,pressure,4,chest
14619,6,pain,4,chest
14620,2,Sensation,3,stable
14621,22,Adderall,23,02-Mar
14622,22,Adderall,24,weekly
14623,26,disease,25,thyroid
14624,5,pressure,4,chest
14625,11,pain,10,chest
14626,15,disease,14,thyroid
14627,21,Adderall,22,few times per week
14628,4,heart rate,3,fast
14629,20,bowel habit,18,Normal
14630,5,discofort,6,chest
14631,10,mood,9,low
14632,12,Bowel habits,14,normal
14633,13,bladder habits,14,normal
14634,15,Sleep,16,normal
14635,19,problem,18,Thyroid
14636,4,changes,3,skin
14637,6,pain,5,chest
14638,15,Adderall,16,few times a week
14639,22,problem,21,thyroid
14640,6,SOB,7,chest
14641,8,pressure,7,chest
14642,3,pain,2,chest
14643,11,adderol,12,as needed
14644,14,episode,13,severe
14645,2,palpitations,1,heart
14646,6,pressure,5,chest
14647,8,pain,7,chest
14648,15,Aderral,16,2
14649,15,Aderral,17,tablets
14650,5,pressure,4,chest
14651,2,pressure,1,chest
14652,5,adderall,6,pills
14653,10,PAIN,9,CHEST
14654,13,SOB,14,EXERTION
14655,17,HABITS,16,BOWEL
14656,2,PALPITATIONS,1,HEART
14657,5,TIGHTNESS,4,CHEST
14658,6,SOB,4,CHEST
14659,11,issue,10,thyroid
14660,11,pain,10,chest
14661,21,problems,20,thyroid
14662,3,jumping out,2,heart
14663,3,jumping out,4,chest
14664,5,Occurs,6,chest
14665,10,pain,9,chest
14666,17,issue,16,thyroid
14667,4,pressure,5,chest
14668,2,racing,1,heart
14669,23,pain,22,joint
14670,3,pounding,1,heart
14671,6,pressure,5,chest
14672,8,disease,7,thyroid
14673,20,marjuana,21,once
14674,10,mood,9,good
14675,21,disease,20,thyroid
14676,21,disease,20,thyroid
14677,9,changes,8,bowel bladder
14678,14,problem,13,thyroid
14679,4,pain,3,chest
14680,7,swelling,8,ext
14681,12,Adderall,13,few times/week
14682,3,pressure,2,chest
14683,7,adderall,8,few times/week
14684,10,Adderol,11,multiple times weekly
14685,12,ADHD,10,Adderol
14686,2,palpitations,1,worsening
14687,6,pain,5,chest
14688,17,bowel movements,16,changes
14689,23,disease,22,thyroid
14690,5,pressure,4,Chest
14691,11,changes,10,skin
14692,21,disorder,20,thyroid
14693,4,presure,3,chest
14694,6,pain,5,chest
14695,14,NKDA,13,Adaral
14696,16,disease,15,thyroid
14697,6,discomfort,5,chest
14698,12,pain,11,chest
14699,13,pain,14,jaw
14700,13,pain,15,shoulder
14701,21,pressure,20,Chest
14702,32,problem,31,thyroid
14703,9,pressure,8,substernal chest
14704,22,condition,21,thyroid
14705,5,pain,4,chest
14706,11,pain,10,chest
14707,22,disease,21,thyroid
14708,24,problem,23,heart
14709,28,mood,29,good
14710,12,disease,11,thyroid
14711,6,pressure,5,chest
14712,6,pressure,7,severe
14713,12,changes,10,hair
14714,12,changes,11,nail
14715,12,changes,9,skin
14716,15,issue,14,thyroid
14717,7,pain,6,chest
14718,11,pain,10,chest
14719,16,rooommates,17,2-3x
14720,16,rooommates,18,per week
14721,23,problems,22,thyroid
14722,5,pressure,4,substernal chest
14723,1,racing sensation,2,chest
14724,12,changes,11,skin
14725,15,Mood,16,normal
14726,4,dizziness,3,slight
